raw_material,impact,unit,iso2c,value,iso3c,allocation,FAOSTAT_name
Wheat grain,Stratospheric ozone depletion,kg CFC11 eq,TR,8.06e-6,TUR,Mass allocation,Wheat
Wheat grain,Stratospheric ozone depletion,kg CFC11 eq,UA,4.57e-6,UKR,Mass allocation,Wheat
Wheat grain,Stratospheric ozone depletion,kg CFC11 eq,US,7.67e-6,USA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,AR,0.00625353,ARG,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,AT,0.00400404,AUT,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,AU,0.00775168,AUS,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,BE,0.00331302,BEL,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,BG,0.00338323,BGR,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,BR,0.0084696,BRA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,CA,0.00503731,CAN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,CH,0.00497546,CHE,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,CN,0.00633281,CHN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,CY,0.01456774,CYP,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,CZ,0.00351977,CZE,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,DE,0.0032321,DEU,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,DK,0.00287841,DNK,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,EE,0.00515324,EST,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,ES,0.00996512,ESP,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,FI,0.00502776,FIN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,FR,0.00366,FRA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,GB,0.00328257,GBR,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,GR,0.00661937,GRC,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,HU,0.00375552,HUN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,IE,0.00343393,IRL,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,IN,0.00658676,IND,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,IT,0.00605537,ITA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,JP,0.01013464,JPN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,LT,0.00458386,LTU,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,LV,0.00463878,LVA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,MX,0.01438282,MEX,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,NL,0.00340645,NLD,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,NO,0.00558829,NOR,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,PK,0.00891456,PAK,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,PL,0.00489608,POL,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,PT,0.01243223,PRT,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,RO,0.00492794,ROU,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,RU,0.00501797,RUS,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,SE,0.00339825,SWE,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,SI,0.00497218,SVN,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,SK,0.00372826,SVK,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,TH,0.01219735,THA,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,TR,0.00737215,TUR,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,UA,0.00479703,UKR,Mass allocation,Wheat
Wheat grain,Ionizing radiation,kBq Co-60 eq,US,0.00795971,USA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,AR,0.00105208,ARG,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,AT,0.00145324,AUT,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,AU,0.00127337,AUS,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,BE,-1.357e-4,BEL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,BG,0.00113553,BGR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,BR,0.00261225,BRA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,CA,0.00112803,CAN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,CH,0.00240206,CHE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,CN,0.00383499,CHN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,CY,0.00681173,CYP,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,CZ,8.0666e-4,CZE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,DE,5.577e-4,DEU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,DK,9.8124e-4,DNK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,EE,0.00117228,EST,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,ES,0.00308633,ESP,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,FI,9.603e-4,FIN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,FR,0.00130609,FRA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,GB,1.5296e-4,GBR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,GR,0.00214115,GRC,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,HU,0.0010987,HUN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,IE,2.0693e-4,IRL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,IN,0.00944428,IND,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,IT,0.00239891,ITA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,JP,8.9236e-4,JPN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,LT,0.00115899,LTU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,LV,0.00113529,LVA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,MX,0.00267096,MEX,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,NL,-3.759e-4,NLD,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,NO,0.0025162,NOR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,PK,0.01366346,PAK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,PL,0.00123229,POL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,PT,0.0049394,PRT,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,RO,0.00128373,ROU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,RU,0.00108775,RUS,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,SE,9.4574e-4,SWE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,SI,0.00159387,SVN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,SK,8.0766e-4,SVK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,TH,0.0025848,THA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,TR,0.0033442,TUR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,UA,0.00134695,UKR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Human health",kg NOx eq,US,0.00130596,USA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,AR,2.666e-4,ARG,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,AT,0.00172927,AUT,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,AU,3.5245e-4,AUS,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,BE,0.00346441,BEL,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,BG,4.5575e-4,BGR,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,BR,5.449e-4,BRA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,CA,4.7586e-4,CAN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,CH,0.00507497,CHE,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,CN,0.00299508,CHN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,CY,0.00388229,CYP,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,CZ,0.00154358,CZE,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,DE,0.00149629,DEU,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,DK,5.3039e-4,DNK,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,EE,7.3178e-4,EST,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,ES,0.00106898,ESP,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,FI,5.1574e-4,FIN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,FR,8.9156e-4,FRA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,GB,0.00108146,GBR,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,GR,8.6166e-4,GRC,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,HU,6.9558e-4,HUN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,IE,0.00118007,IRL,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,IN,0.00255407,IND,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,IT,0.00251375,ITA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,JP,0.00375371,JPN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,LT,8.6302e-4,LTU,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,LV,7.3908e-4,LVA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,MX,9.5271e-4,MEX,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,NL,0.00518263,NLD,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,NO,5.3822e-4,NOR,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,PK,0.00311132,PAK,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,PL,0.00111751,POL,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,PT,0.0016459,PRT,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,RO,6.4659e-4,ROU,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,RU,4.4371e-4,RUS,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,SE,3.8286e-4,SWE,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,SI,0.00171493,SVN,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,SK,0.00110469,SVK,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,TH,5.8852e-4,THA,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,TR,0.00154375,TUR,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,UA,5.852e-4,UKR,Mass allocation,Wheat
Wheat grain,Fine particulate matter formation,kg PM2.5 eq,US,9.1214e-4,USA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AR,8.6282e-4,ARG,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AT,0.00229996,AUT,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AU,0.00110743,AUS,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BE,0.00071925000000000005,BEL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BG,0.0018813,BGR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BR,0.00174015,BRA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CA,0.00358445,CAN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CH,0.00324835,CHE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CN,0.00115076,CHN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CY,0.01597655,CYP,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CZ,0.00135308,CZE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,DE,0.00228519,DEU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,DK,0.00183747,DNK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,EE,0.00179727,EST,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,ES,0.0065332,ESP,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,FI,0.00134141,FIN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,FR,0.00249174,FRA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,GB,9.0408e-4,GBR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,GR,0.00448931,GRC,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,HU,0.00156532,HUN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,IE,8.3928e-4,IRL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,IN,0.0025295,IND,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,IT,0.00427854,ITA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,JP,0.0029429,JPN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,LT,0.00172908,LTU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,LV,0.00164255,LVA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,MX,0.00426569,MEX,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,NL,8.7563e-4,NLD,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,NO,0.00606504,NOR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,PK,0.00665919,PAK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,PL,0.00186756,POL,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,PT,0.01058402,PRT,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,RO,0.0017676,ROU,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,RU,0.00180005,RUS,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,SE,0.00178532,SWE,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,SI,0.00247371,SVN,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,SK,0.00117606,SVK,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,TH,0.00237316,THA,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,TR,0.00634588,TUR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,UA,0.00209419,UKR,Mass allocation,Wheat
Wheat grain,"Ozone formation, Terrestrial ecosystems",kg NOx eq,US,0.00132416,USA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,AR,0.00101895,ARG,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,AT,0.00307932,AUT,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,AU,0.00131278,AUS,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,BE,0.00379611,BEL,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,BG,0.0012607,BGR,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,BR,0.00279116,BRA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,CA,0.00339214,CAN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,CH,0.00453862,CHE,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,CN,0.00371217,CHN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,CY,0.00924721,CYP,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,CZ,0.0035275,CZE,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,DE,0.00301537,DEU,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,DK,0.00297848,DNK,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,EE,0.00221759,EST,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,ES,0.00312276,ESP,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,FI,0.00230829,FIN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,FR,0.0025175,FRA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,GB,0.00209908,GBR,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,GR,0.00221816,GRC,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,HU,0.00186268,HUN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,IE,0.00155596,IRL,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,IN,0.00357436,IND,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,IT,0.00385343,ITA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,JP,0.0036454,JPN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,LT,0.00223746,LTU,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,LV,0.00195851,LVA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,MX,0.00190975,MEX,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,NL,0.00548915,NLD,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,NO,0.00406348,NOR,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,PK,0.00910639,PAK,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,PL,0.0033333,POL,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,PT,0.00468825,PRT,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,RO,0.00158804,ROU,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,RU,0.00146357,RUS,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,SE,0.00219816,SWE,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,SI,0.00307284,SVN,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,SK,0.0023501,SVK,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,TH,0.00150441,THA,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,TR,0.00323774,TUR,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,UA,0.00146028,UKR,Mass allocation,Wheat
Wheat grain,Terrestrial acidification,kg SO2 eq,US,0.00326776,USA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,AR,3.9534e-4,ARG,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,AT,2.2569e-4,AUT,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,AU,4.2774e-4,AUS,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,BE,3.6926e-4,BEL,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,BG,5.12e-5,BGR,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,BR,8.3487e-4,BRA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,CA,3.0835e-4,CAN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,CH,4.4035e-4,CHE,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,CN,5.268e-4,CHN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,CY,0.0018702600000000001,CYP,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,CZ,1.5841e-4,CZE,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,DE,1.9076e-4,DEU,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,DK,2.3274e-4,DNK,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,EE,2.8718e-4,EST,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,ES,6.9825e-4,ESP,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,FI,2.3933e-4,FIN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,FR,1.6069e-4,FRA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,GB,1.9323e-4,GBR,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,GR,2.829e-4,GRC,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,HU,1.5584e-4,HUN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,IE,3.1054e-4,IRL,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,IN,5.3435e-4,IND,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,IT,5.3528e-4,ITA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,JP,0.00150293,JPN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,LT,2.0636e-4,LTU,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,LV,1.7784e-4,LVA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,MX,2.6029e-4,MEX,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,NL,4.8532e-4,NLD,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,NO,5.0083e-4,NOR,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,PK,6.9034e-4,PAK,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,PL,3.6005e-4,POL,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,PT,0.00111343,PRT,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,RO,1.399e-4,ROU,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,RU,1.8362e-4,RUS,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,SE,1.2592e-4,SWE,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,SI,4.2754e-4,SVN,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,SK,1.8016e-4,SVK,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,TH,1.7022e-4,THA,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,TR,5.1494e-4,TUR,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,UA,1.2486e-4,UKR,Mass allocation,Wheat
Wheat grain,Freshwater eutrophication,kg P eq,US,4.5473e-4,USA,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,AR,1.8801e-4,ARG,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,AT,0.00146268,AUT,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,AU,1.5505e-4,AUS,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,BE,0.00198332,BEL,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,BG,1.7526e-4,BGR,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,BR,0.00207804,BRA,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,CA,0.00141326,CAN,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,CH,0.00230345,CHE,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,CN,7.6397e-4,CHN,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,CY,4.66e-5,CYP,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,CZ,0.00139681,CZE,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,DE,0.00134862,DEU,Mass allocation,Wheat
Wheat grain,Marine eutrophication,kg N eq,DK,0.00166664,DNK,Mass allocation,Wheat
